label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
contradiction,A young boy with an older man using chalk to draw on the sidewalk.,A young boy with an older woman using chalk to draw on the sidewalk.,a young boy with an old man use chalk to draw on the sidewalk .,a young boy with an old woman use chalk to draw on the sidewalk .,DET ADJ NOUN ADP DET ADJ NOUN VERB NOUN PART VERB ADP DET NOUN PUNCT,DET ADJ NOUN ADP DET ADJ NOUN VERB NOUN PART VERB ADP DET NOUN PUNCT
contradiction,A man shovels snow off of a sidewalk while a child in a red parka walks by.,The man is sitting out in his bathing suit.,a man shovel snow off of a sidewalk while a child in a red parka walk by .,the man be sit out in his bathing suit .,DET NOUN VERB NOUN ADP ADP DET NOUN SCONJ DET NOUN ADP DET ADJ NOUN NOUN ADV PUNCT,DET NOUN AUX VERB ADP ADP PRON NOUN NOUN PUNCT
contradiction,A man in military camouflage is working a shepherd type dog in a grassy area while being observed by others in a parking lot in uniform.,The poodle is being taught a special agility program by the man in the privacy of their backyard.,a man in military camouflage be work a shepherd type dog in a grassy area while be observe by other in a parking lot in uniform .,the poodle be be teach a special agility program by the man in the privacy of their backyard .,DET NOUN ADP ADJ NOUN AUX VERB DET ADJ NOUN NOUN ADP DET ADJ NOUN SCONJ AUX VERB ADP NOUN ADP DET NOUN NOUN ADP NOUN PUNCT,DET NOUN AUX AUX VERB DET ADJ NOUN NOUN ADP DET NOUN ADP DET NOUN ADP PRON NOUN PUNCT
contradiction,Discussing the rainy weather.,The two dogs are talking about the weather.,discuss the rainy weather .,the two dog be talk about the weather .,VERB DET ADJ NOUN PUNCT,DET NUM NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,Three track runners are in the process of crossing the finish line during an Olympic type sporting event.,three women compete in water polo,three track runner be in the process of cross the finish line during an olympic type sporting event .,three woman compete in water polo,NUM NOUN NOUN AUX ADP DET NOUN ADP VERB DET NOUN NOUN ADP DET ADJ NOUN NOUN NOUN PUNCT,NUM NOUN VERB ADP NOUN NOUN
contradiction,A woman in a brown shirt is speaking to someone.,A man is talking to his man.,a woman in a brown shirt be speak to someone .,a man be talk to his man .,DET NOUN ADP DET ADJ NOUN AUX VERB ADP PRON PUNCT,DET NOUN AUX VERB ADP PRON NOUN PUNCT
contradiction,An old man wearing a blue jean jacket is sitting at the counter of a magazine stand,An old man is planning to sleep.,an old man wear a blue jean jacket be sit at the counter of a magazine stand,an old man be plan to sleep .,DET ADJ NOUN VERB DET ADJ NOUN NOUN AUX VERB ADP DET NOUN ADP DET NOUN NOUN,DET ADJ NOUN AUX VERB PART VERB PUNCT
contradiction,Two men in black clothes at a meat market showing a red meat while workers in blue look on.,The meat is chicken.,two man in black clothe at a meat market show a red meat while worker in blue look on .,the meat be chicken .,NUM NOUN ADP ADJ NOUN ADP DET NOUN NOUN VERB DET ADJ NOUN SCONJ NOUN ADP ADJ VERB ADP PUNCT,DET NOUN AUX NOUN PUNCT
contradiction,A dog running with something in its mouth,A dog is currently sleeping,a dog run with something in its mouth,a dog be currently sleep,DET NOUN VERB ADP PRON ADP PRON NOUN,DET NOUN AUX ADV VERB
contradiction,A white man is speaking with two Indian businessmen.,The man is speaking with two young women.,a white man be speak with two indian businessman .,the man be speak with two young woman .,DET ADJ NOUN AUX VERB ADP NUM ADJ NOUN PUNCT,DET NOUN AUX VERB ADP NUM ADJ NOUN PUNCT
contradiction,Little girl on skis,A boy on skis.,little girl on ski,a boy on ski .,ADJ NOUN ADP NOUN,DET NOUN ADP NOUN PUNCT
contradiction,A golden retriever catches a tennis ball in the snow.,A dog is taking a nap.,a golden retriever catch a tennis ball in the snow .,a dog be take a nap .,DET ADJ PROPN VERB DET NOUN NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
contradiction,A person playing with a black dog outdoors on a snowy lane with trees in the background and blue skies above.,A person is cuddling with his dog near the tv,a person play with a black dog outdoors on a snowy lane with tree in the background and blue sky above .,a person be cuddle with his dog near the tv,DET NOUN VERB ADP DET ADJ NOUN ADV ADP DET ADJ NOUN ADP NOUN ADP DET NOUN CCONJ ADJ NOUN ADV PUNCT,DET NOUN AUX VERB ADP PRON NOUN ADP DET NOUN
contradiction,Young boy using a vacuum cleaner on a rug.,The boy is playing videogames.,young boy use a vacuum cleaner on a rug .,the boy be play videogame .,ADJ NOUN VERB DET NOUN NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,A man intricately works on clocks under a light.,The man is in the dark asleep.,a man intricately work on clock under a light .,the man be in the dark asleep .,DET NOUN ADV VERB ADP NOUN ADP DET NOUN PUNCT,DET NOUN AUX ADP DET ADJ NOUN PUNCT
contradiction,On a partly cloudy day a clown in red plaid overalls relaxes in the back of his tent.,A clown in the middle of a circus act.,on a partly cloudy day a clown in red plaid overall relax in the back of his tent .,a clown in the middle of a circus act .,ADP DET ADV ADJ NOUN DET NOUN ADP ADJ NOUN NOUN VERB ADP DET NOUN ADP PRON NOUN PUNCT,DET NOUN ADP DET NOUN ADP DET NOUN NOUN PUNCT
contradiction,"A masked steel worker in orange works on a piece of metal, yellow sparks flying.",A worker is eating lunch.,"a mask steel worker in orange work on a piece of metal , yellow spark fly .",a worker be eat lunch .,DET VERB NOUN NOUN ADP PROPN NOUN ADP DET NOUN ADP NOUN PUNCT ADJ NOUN VERB PUNCT,DET NOUN AUX VERB NOUN PUNCT
contradiction,Several people walking past a food cart on a city street.,There is no place to buy food on the street.,several people walk past a food cart on a city street .,there be no place to buy food on the street .,ADJ NOUN VERB ADP DET NOUN NOUN ADP DET NOUN NOUN PUNCT,PRON AUX DET NOUN PART VERB NOUN ADP DET NOUN PUNCT
contradiction,Two men in a laboratory are peering through microscopes to observe slides.,The women were looking throught the microscoe.,two man in a laboratory be peer through microscope to observe slide .,the woman be look throught the microscoe .,NUM NOUN ADP DET NOUN AUX VERB ADP NOUN PART VERB NOUN PUNCT,DET NOUN AUX VERB NOUN DET NOUN PUNCT
contradiction,A man sitting and reading.,The man is standing.,a man sit and reading .,the man be stand .,DET NOUN VERB CCONJ NOUN PUNCT,DET NOUN AUX VERB PUNCT
contradiction,solitary skier nears base of a downhill slope,three skiers on top of a mountain,solitary skier near base of a downhill slope,three skier on top of a mountain,ADJ NOUN VERB NOUN ADP DET ADJ NOUN,NUM NOUN ADP NOUN ADP DET NOUN
contradiction,"A crane, with the letters ""LIEBHERR"" on it, seems to be demolishing a dark gray building with graffiti on it.",The crane is idle with noone controlling it.,"a crane , with the letter "" liebherr "" on it , seem to be demolish a dark gray building with graffiti on it .",the crane be idle with noone control it .,DET NOUN PUNCT ADP DET NOUN PUNCT PROPN PUNCT ADP PRON PUNCT VERB PART AUX VERB DET ADJ ADJ NOUN ADP PROPN ADP PRON PUNCT,DET NOUN AUX ADJ ADP NOUN VERB PRON PUNCT
contradiction,a girl in red pants riding on a moped.,the girls is naked on the mpoed,a girl in red pant rid on a moped .,the girl be naked on the mpoed,DET NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX ADJ ADP DET NOUN
contradiction,A woman and a man cutting dough into small pieces.,A man and a woman are cutting up vegetables.,a woman and a man cut dough into small piece .,a man and a woman be cut up vegetable .,DET NOUN CCONJ DET NOUN VERB NOUN ADP ADJ NOUN PUNCT,DET NOUN CCONJ DET NOUN AUX VERB ADP NOUN PUNCT
contradiction,A young Asian man and woman seated in front of the steps of a small business smoking cigarettes.,The man and woman are standing.,a young asian man and woman seat in front of the step of a small business smoking cigarette .,the man and woman be stand .,DET ADJ ADJ NOUN CCONJ NOUN VERB ADP NOUN ADP DET NOUN ADP DET ADJ NOUN NOUN NOUN PUNCT,DET NOUN CCONJ NOUN AUX VERB PUNCT
contradiction,A doctor and is staff is operating on a patient.,A doctor is eating on top of a patient.,a doctor and be staff be operate on a patient .,a doctor be eat on top of a patient .,DET NOUN CCONJ AUX NOUN AUX VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP NOUN ADP DET NOUN PUNCT
contradiction,"Two children, one boy and one girl, sitting in a garden behind a bean fence.","Two children, both boys, sitting in a garden behind a bean fence.","two child , one boy and one girl , sit in a garden behind a bean fence .","two child , both boy , sit in a garden behind a bean fence .",NUM NOUN PUNCT NUM NOUN CCONJ NUM NOUN PUNCT VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT,NUM NOUN PUNCT DET NOUN PUNCT VERB ADP DET NOUN ADP DET NOUN NOUN PUNCT
contradiction,Woman in colorful shirt works at sewing machine.,The woman is wearing all black.,woman in colorful shirt work at sewing machine .,the woman be wear all black .,NOUN ADP ADJ NOUN VERB ADP NOUN NOUN PUNCT,DET NOUN AUX VERB DET ADJ PUNCT
contradiction,A hiker stands on a hill looking into the distance.,they hated each other,a hiker stand on a hill look into the distance .,they hat each other,DET NOUN VERB ADP DET NOUN VERB ADP DET NOUN PUNCT,PRON VERB DET ADJ
contradiction,"A group of men pose for a picture, all in orange reflective vests.",A group of men are asleep in their quarters.,"a group of man pose for a picture , all in orange reflective vest .",a group of man be asleep in their quarter .,DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT DET ADP ADJ ADJ NOUN PUNCT,DET NOUN ADP NOUN AUX ADJ ADP PRON NOUN PUNCT
contradiction,View past a microphone to an out-of-focus guitar player.,A man throws a guitar at the camera.,view past a microphone to an out - of - focus guitar player .,a man throw a guitar at the camera .,VERB ADP DET NOUN ADP DET ADJ PUNCT ADP PUNCT NOUN NOUN NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
contradiction,Two dogs are chasing each other on green grass.,The cats are fighting over a stick,two dog be chase each other on green grass .,the cat be fight over a stick,NUM NOUN AUX VERB DET ADJ ADP ADJ NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN
contradiction,A man riding a cart pulled by a donkey.,The donkey and the man are walking side by side,a man rid a cart pull by a donkey .,the donkey and the man be walk side by side,DET NOUN VERB DET NOUN VERB ADP DET NOUN PUNCT,DET NOUN CCONJ DET NOUN AUX VERB NOUN ADP NOUN
contradiction,"A woman in a purple sweater stands with her arms folded beside several pieces of luggage while two other women stand beside her, looking in her direction.",There is a woman sitting next to several pieces of luggage.,"a woman in a purple sweater stand with her arm fold beside several piece of luggage while two other woman stand beside she , look in her direction .",there be a woman sit next to several piece of luggage .,DET NOUN ADP DET ADJ NOUN VERB ADP PRON NOUN VERB ADP ADJ NOUN ADP NOUN SCONJ NUM ADJ NOUN VERB ADP PRON PUNCT VERB ADP PRON NOUN PUNCT,PRON AUX DET NOUN VERB ADV ADP ADJ NOUN ADP NOUN PUNCT
contradiction,An elderly Asian man is wearing a colorful hat and sitting in a chair.,A man playing tennis,an elderly asian man be wear a colorful hat and sit in a chair .,a man play tennis,DET ADJ ADJ NOUN AUX VERB DET ADJ NOUN CCONJ VERB ADP DET NOUN PUNCT,DET NOUN VERB NOUN
contradiction,A Dancer at Mardi Gras parade,A woman is dressed as an elf at a Christmas parade.,a dancer at mardi gras parade,a woman be dress as an elf at a christmas parade .,DET PROPN ADP PROPN PROPN NOUN,DET NOUN AUX VERB ADP DET NOUN ADP DET PROPN NOUN PUNCT
contradiction,A dog leaps on the sandy beach.,The lion chases birds on the beach shore.,a dog leap on the sandy beach .,the lion chase bird on the beach shore .,DET NOUN NOUN ADP DET ADJ NOUN PUNCT,DET NOUN VERB NOUN ADP DET NOUN NOUN PUNCT
contradiction,Four boys play in the mud.,Four boys are sitting at a table.,four boy play in the mud .,four boy be sit at a table .,NUM NOUN VERB ADP DET NOUN PUNCT,NUM NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,An old man wearing a red suit stands in a large social gathering.,The man is 10 years old,an old man wear a red suit stand in a large social gathering .,the man be 10 year old,DET ADJ NOUN VERB DET ADJ NOUN VERB ADP DET ADJ ADJ NOUN PUNCT,DET NOUN AUX NUM NOUN ADJ
contradiction,This man is smiling very big at the camera.,The man is yelling at the camera.,this man be smile very big at the camera .,the man be yell at the camera .,DET NOUN AUX VERB ADV ADJ ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
contradiction,A woman addressing a diverse group of people standing in the street.,A woman is laying down in the street.,a woman address a diverse group of people stand in the street .,a woman be lay down in the street .,DET NOUN VERB DET ADJ NOUN ADP NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP ADP DET NOUN PUNCT
contradiction,three boys play with a football near a volleyball net at the beach.,Three boys are playing with a baseball in a field.,three boy play with a football near a volleyball net at the beach .,three boy be play with a baseball in a field .,NUM NOUN VERB ADP DET NOUN ADP DET NOUN NOUN ADP DET NOUN PUNCT,NUM NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT
contradiction,A man wearing a black hat is walking through a busy city street.,the man is visiing the country and milking cows,a man wear a black hat be walk through a busy city street .,the man be visie the country and milking cow,DET NOUN VERB DET ADJ NOUN AUX VERB ADP DET ADJ NOUN NOUN PUNCT,DET NOUN AUX VERB DET NOUN CCONJ NOUN NOUN
contradiction,A young cheerleader is performing with a her squad during a game.,The game the cheerleaders are performing for is over.,a young cheerleader be perform with a her squad during a game .,the game the cheerleader be perform for be over .,DET ADJ NOUN AUX VERB ADP DET PRON NOUN ADP DET NOUN PUNCT,DET NOUN DET NOUN AUX VERB ADP AUX ADV PUNCT
contradiction,A man in a red shirt grabbing a top hat while standing on a rope with 6 other people looking on.,the 6 men are all crossing the rope at the same time,a man in a red shirt grab a top hat while stand on a rope with 6 other people look on .,the 6 man be all cross the rope at the same time,DET NOUN ADP DET ADJ NOUN VERB DET ADJ NOUN SCONJ VERB ADP DET NOUN ADP NUM ADJ NOUN VERB ADP PUNCT,DET NUM NOUN AUX DET VERB DET NOUN ADP DET ADJ NOUN
contradiction,Men in a busy restaurant observe decorations.,Two ladies in an empty restauarant are observing the decorations.,man in a busy restaurant observe decoration .,two lady in an empty restauarant be observe the decoration .,NOUN ADP DET ADJ NOUN NOUN NOUN PUNCT,NUM NOUN ADP DET ADJ NOUN AUX VERB DET NOUN PUNCT
contradiction,There are shadows of two people sitting in front of a lighted sculpture.,the people are standing,there be shadow of two people sit in front of a light sculpture .,the people be stand,PRON AUX NOUN ADP NUM NOUN VERB ADP NOUN ADP DET VERB NOUN PUNCT,DET NOUN AUX VERB
contradiction,Two women in black hats stand on the street.,Two women sit on the steps of their apartment building.,two woman in black hat stand on the street .,two woman sit on the step of their apartment building .,NUM NOUN ADP ADJ NOUN VERB ADP DET NOUN PUNCT,NUM NOUN VERB ADP DET NOUN ADP PRON NOUN NOUN PUNCT
contradiction,A man and woman are having a discussion while military members look on.,There is a beach ball on the sand.,a man and woman be have a discussion while military member look on .,there be a beach ball on the sand .,DET NOUN CCONJ NOUN AUX VERB DET NOUN SCONJ ADJ NOUN VERB ADP PUNCT,PRON AUX DET NOUN NOUN ADP DET NOUN PUNCT
