label,premise,hypothesis
neutral,"Men with white t-shirt and jeans, struggling to pull a fishing rope.","Men with white t-shirt and jeans, and cowboy hats, struggling to pull a fishing rope."
neutral,The little boy with the brown hair and big glasses is in his kitchen trying his luck at science.,The little boy is practicing a chemistry experiment.
neutral,Two young men in a boat while one holds up a fish.,Two men are fishing for food.
neutral,"At an open-air market stacked with colorful pet supplies, two men in jeans squatted down, peering at the puppy pressed up outside the cage filled with its litter mates.",The men are feeding treats to a Golden retriever puppy.
neutral,A man in a costume sitting on a bench.,A man in a clown costume sits on a bench.
neutral,A motorcycle race on a racetrack.,A self-driving  motorcycle race on a racetrack
neutral,A man play an instrument surrounded my other men.,The man is playing the flute.
neutral,A little blond girl digging in the sand with a green shovel and bucket.,A child playing at making a sand castle.
neutral,Two men yellow are fishing from a small red box.,A father and son sit on a box fishing.
neutral,A woman in blue shorts and a red and white striped shirt throws a soccer ball out onto a green field with players on it.,Some people are playing soccer.
neutral,A gang fight on a farm in a movie scene.,The gang fight in the movie is based on a true story.
neutral,A soldier dressed in combat gear scales a wall to join his fellow comrades on the other side.,The soldiers are at basic training.
neutral,The wood used for the seat portion of the bench is comprised of different colored slats.,The different slats are from different types of wood.
neutral,A crowd of people are at a supermarket.,The people are there to buy something at the supermarket.
neutral,A middle-aged man is enjoying a game of table tennis.,There is a few middle-aged men enjoying a game of table tennis.
neutral,A dirt floor gets swept by one white and one black woman.,the floor is small
neutral,Two blonds show their Canadian pride.,Two women have Canadian flags painted on their faces.
neutral,A hiker uses metal walking sticks to hike up a snowy mountain.,A hiker uses metal walking sticks to hike up a snowy mountain in order to summit.
neutral,A young boy runs towards a wall that's been littered with graffiti.,A young boy runs to a wall covered in graffiti with chalk.
neutral,Two children paddle in a raft down a river., Two children paddle in a raft down a beautiful river.
neutral,"Two opponents, one in blue and one in white, are sparring.",Two men sparring.
neutral,"A young boy in a red, white, and blue jacket and blue shorts pulls a wagon in a garden.",the wagon is red
neutral,This is beautiful evening with the river and the setting sun.,The sun is setting on the horizon and fish jump out of a river.
neutral,A guy with a red shirt and black apron on working standing with his hand in a shopping cart.,The guy is at the store.
neutral,There is two people riding in a cart being pulled by a man outside on the road.,They are on a romantic date.
neutral,A group of people working on stills next to a large building while being watched.,Men are being watched.
neutral,A woman and man are talking while another woman leans on her car biting her nails.,A woman and man are talking while another woman leans on her car biting her nails until they bleed.
neutral,An inflatable rock climbing obstacle is scaled by a person wearing a white helmet.,a man competes in a climbing game
neutral,Three boys racing against each other on the track.,Three boys racing against each other on the race car track.
neutral,Man in bright yellow vest displays bicycle safety information on street.,The men are crossing guards.
neutral,A skateboarder with a red hat and green shirt sitting on a skateboard watching other skaters.,The skateboarder is in a competition.
neutral,A boy in a white shirt is sitting in a chair at a fruit stand.,A boy hopes to sell fruit to pay for college
neutral,A shirtless man and a woman sitting on a dock.,A man fishing while sitting on a dock.
neutral,A white motorcycle is being jumped in the air by a person in a white outfit and crash helmet.,It is happening on the road.
neutral,a man with a tall glass of water sitting at a table looking at his phone at a eating place.,The man is sitting outdoors.
neutral,Two men wear silly stove pipe hats and wear makeup.,Two friends get ready for a cosplay party.
neutral,A guy is riding his bike next to a brick building with bright blue doors.,A man is riding his bike to work.
neutral,"A figure in green and black clothes poses for the camera while hoisting a sword-like object and camera, partially obscured by weeds in a snowy, outdoor, rural setting.",A figure poses for the camera while holding a sword-like object made by their uncle outdoors.
neutral,Two girls are walking along the street and talking.,These girls are childhood friends.
neutral,Musician in cowboy hat playing an electric guitar and singing into a microphone.,a man is singing a song to his girlfriend
neutral,A teppanyaki chef prepares dinner for restaurant guests.,A teppanyaki chef prepares a specal meal for guests that are celebrating graduation.
neutral,Someone in a yellow hat is sitting next to two fishing poles.,The fishing poles belong to the perosn.
neutral,Man on skis looking at artwork for sale in the snow,"A man is skiing down the street and notices a street fair, with art for sale."
neutral,Five men and a woman sit around a coffee table conversing while one man writes in a notebook.,A group is planing a bank heist at a coffee table while a undercover office write notes in a notebook.
neutral,A man in a blue jumpsuit stands next to a red van pulling a trailer.,A man and his friends stand next to a red van as they hitch for their next ride.
neutral,A woman with a red shirt making snow cones.,A woman making snow cones with cherry syrup.
neutral,Football players in uniform embrace one another.,Football players embrace one another while crying.
neutral,"There are three men walking pass The Odeon, one of them is wearing a black bookbag and the others has a white bad in their hands.",The men are students.
neutral,A white dog with a blue collar runs while carrying a yellow toy.,A dog is playing fetch with it's owner.
neutral,Lifeguards gather at the Beach Patrol station.,lifeguards have an emergency
neutral,A lady holding a microphone standing on a stage.,A lady is getting ready to sing.
neutral,A woman out to dinner and drinks laughs hysterically while her friend uses her cellphone.,A woman is laughing at her friend.
neutral,A boy hangs onto straps on a train.,the boy is ten years old
neutral,A man with work clothes on standing on the back of a truck.,The farmer is just about to jump off his truck to start his work day.
neutral,A man smoking a cigarette is walking his dog next to a lady wearing a blue striped jacket.,A man taking a smoke break outside with his lady friend
neutral,Two race cars swing around the corner of a racetrack with advertisements and spectators behind.,Two race cars are vying for the lead in a race
neutral,White-haired man in black hat and coat sitting against brick wall.,A homeless man sitting near a wall.
neutral,a female hiker is looking at the view of some mountains.,A female hiker is disappointed with the view of these particular mountains.
neutral,"A big, furry, black dog is on a blue leash and is coming out of the water.",The dog is in the river.
neutral,A young man and woman sitting on a bench outside are kissing.,A young man and woman are kissing each others hands.
neutral,A team mascot raising its hands toward people.,The mascot is waving at the people.
neutral,Two young ladies are sitting on a small be in skimpy dresses.,two women sit in short dresses trying to attract men
neutral,newly married couple having their first kiss.,Newlyweds kiss in front of the church.
neutral,The man in the denim outfit walks a black and tan dog on a crosswalk.,The man is Jay Leno.
neutral,A woman on a computer at a desk.,Woman working at her office on her computer.
neutral,A black dog is holding a white object in its teeth.,A dog is playing fetch.
neutral,A man with stretched earlobes wearing a black hat stands in front of a display of food for sale.,A man with earlobes sells products by a display
neutral,A lady holding a baby in a kitchen.,A mother holding her baby in the kitchen.
neutral,Three sisters on a beach overlooking the ocean in pink dresses.,The sisters are all wearing the same dresses.
neutral,Two nurses are looking at a cart of supplies.,Nurses drive cars to work.
neutral,"Two boys with blue and white shirts are in a competition, while children in green shirts watch.",The teams get a few minutes to practice independently before the game.
neutral,The woman helps her child as the men sit and lay on the bench.,The lazy father and his brothers do nothing while the mother does all the parenting.
neutral,People riding on motorcycles in front of trees.,People on motorcycles in front of trees.
neutral,Three guys are seen in the middle of the act of jumping forward in a yard.,Three guys jump to see who can jump farther.
neutral,A person is attempting to pick up a spare while bowling.,The bowler eyes the seven-ten split and hopes the ball will hit both pins.
neutral,A little boy crying on an old man's lap as the old man holds a present.,"Young Timmy is upset about his birthday, and his grandfather is trying to cheer him up with a present."
neutral,A fluffy white and brown dog is jumping over an obstacle and holding a tennis ball in its mouth.,The white and brown dog is performing an obstacle course.
neutral,A small dog stands in a street with five vehicles in the background.,A small dog stops traffic
neutral,Two Asian women sit on a bench eating lunch while a white woman in a navy shirt walks by and checks out a promotional table.,The three women are all on their lunchbreak.
neutral,A man in a suit is speaking at a lectern.,The man is moderating a panel.
neutral,Three men talk together while walking through a parking lot.,Three men in suits walk.
neutral,"A child, roughly ten years old, playing a video game on an old style computer.",The child is playing mario brothers.
neutral,A woman in a brown shirt is singing into two microphones.,Both of the microphones are set at a low volume.
neutral,A white girl and a black woman pose with a person dressed in a spacesuit.,Two woman are being photographed with a famous astronaut.
neutral,Three women in matching black and yellow dresses and a woman with orange hair.,Three friends decide to wear matching outfits and meet an acquaintance while out.
neutral,A little boy stands in the surf.,The boy is a surfer
neutral,A female singer performs with her guitar.,Woman playing guitar and singing at a concert.
neutral,"A band performs on a stage in front of wall-sized posters, including two guitarists, a singer, a drummer, and a keyboardist, while one attender takes a picture using a mobile camera from the far bottom left.",A group of friends performs in a band for a charitable event.
neutral,A woman cyclist in a shirt wearing a bike helmet waits with a child passenger at a stop with another woman cyclist wearing a blue shirt and black pants.,The women cyclists needed a water break.
neutral,A young couple holding hands.,A young couple in love.
neutral,A man and woman are looking at something.,They are a couple.
neutral,Two older ladies are sitting at a bench as a gentleman walks past them from behind.,There are people at a park.
neutral,One man wearing a green shirt is playing music on a blue set of drums.,A drummer in green playing blue drums at a music festival.
neutral,An older Indian lady buys herbs from an outdoor market.,Old Indian woman shops for groceries.
neutral,The man is walking near a brown building.,There is a group of people near the brown building
neutral,"A man playing scrabble with carrots, celery, onions, limes, apples and cauliflower in the pictures while his opponent has rocks spelled out on his tray.",friends eating lunch and playing a game
neutral,two hot girls playing volleyball on the beach,Two girls are wearing bathing suits.
neutral,A child wearing a bucket on their head.,The child wore a bucket on their head for the photographer.
neutral,The people are marching through the street.,People are marching in a protest.
neutral,A man is selling a huge variety of blown up balloons outside.,The man is dressed as a clown.
neutral,Two football players try to tackle a player of the opposite team.,The players tried to make a tackle during the championship game
neutral,A man wearing camo pants and a gray jacket snowboarding near a wooded area.,The army major is snowboarding.
neutral,A group of 4 young adults are wearing costumes in front of a store window displaying sale signs.,The adults are wearing costumes because it's Halloween.
neutral,A woman wearing a skirt is reading a book on a stone bench.,the woman is a seductress
neutral,A boy in swim trunks does a backflip into the ocean while mountains show through the fog behind him.,a boy jumps into a pool in a busy neighborhood
neutral,A man wearing blue jeans and red bowling shoes stands in a bowling alley lane with a green ball in his hand.,The man is bowling with his bowling group tonight.
neutral,"A woman standing on grass, is holding jackets and a dress.",A woman roaming in garden.
neutral,The woman in the red shirt is holding up a peace sign with her fingers with a red banner behind her.,a woman takes a break from work
neutral,a basketball player is making a jamming the ball in the basket,A person is practicing for a future high school basketball game.
neutral,A man is sitting on a pink cart with a little girl in the grocery store.,the man is a lawyer
neutral,A man in an orange vest worn over a blue short-sleeve collar shirt sits at a computer terminal.,A man is working at a computer terminal.
neutral,"A big match being watched by thousands of people, and a man holding his shirt in his hands is climbing an iron tower.",The man is racing to the top of an iron tower to watch the match.
neutral,A young woman in black shirt is doing yard work.,A woman gardening.
neutral,Three little boys playing with Legos.,Three little boys building something with Legos.
neutral,A man in colorful orange and yellow clothes listens on a cellphone while crowds of people walk past the building behind him.,A man is talking to his boss
neutral,A man is working in a mine or cavern of some sort.,a man is working with a friend in a mine
neutral,A band performs on a stage.,A band plays a song.
neutral,Two children are playing ice hockey on frozen ground outside.,They are playing on a frozen pond.
neutral,A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch.,The person is locking their bike up.
neutral,Woman on cellphone running in the snow.,A woman calls her boyfriend.
neutral,"A man, along with three others, is standing in snowy and cold weather with only green shoes and black shorts on.",Three men are wearing parkas and one is wearing sneakers.
neutral,people at beach looking for things in sand,The people are using a metal detector.
neutral,And old woman holds a green plant outside of a rustic building.,A woman with a green plant outside of a building
neutral,A man is walking in front of a big blue truck parked between buildings.,The big blue truck parked between the buildings belong to the man walking in front of it.
neutral,An elderly man in a blue ball cap staring at the ground.,My grandpa is wearing his Giants hat while he watches ants.
neutral,The woman in the green coat is pushing a cart through the toy aisle.,The woman is about to purchase a toy from the aisle.
neutral,A woman carrying shopping bags.,The women with shopping bags are in a mall.
neutral,2 girls washing a floor covered in soap.,The floor has lots of bubbles.
neutral,A blond man in a white shirt holds a guitar.,Someone was holding a guitar in the air.
neutral,A child sleds over a mound of snow as others watch him.,THe child is playing in the snow.
neutral,"A man walking down a walkway, away from the camera.",The male model is returning to the dressing room after modeling on the runway.
neutral,A man in a blue jackets looks at the camera while another man in green stands in the background.,A pop duo sing as they record a music video.
neutral,Group of people on the rooftop of a building looking down.,the people are on top of a building.
neutral,Four children do backbends in the park.,Some kids are practicing gymnastics.
neutral,A man in a black shirt leans on a counter.,A man is leaning in the kitchen
